k,seed,split,auroc,f1,accuracy,precision,recall,loss
10,18,test,0.596849,0.601307,0.588235,0.569912,0.636364,0.703806
10,18,ood,0.524739,0.514102,0.395867,0.429955,0.639200,0.727367
10,19,test,0.619653,0.636218,0.562199,0.535040,0.784585,0.697316
10,19,ood,0.442999,0.670923,0.512033,0.506122,0.994867,0.863041
10,2,test,0.609332,0.592727,0.567985,0.548822,0.644269,0.673599
10,2,ood,0.652337,0.580341,0.465900,0.477935,0.738600,0.682886
10,20,test,0.601967,0.555874,0.551591,0.537893,0.575099,0.676250
10,20,ood,0.855190,0.674997,0.524000,0.512440,0.988600,0.655782
10,3,test,0.592011,0.596206,0.568949,0.549085,0.652174,0.679553
10,3,ood,0.864458,0.855528,0.842400,0.789744,0.933267,0.618542
10,4,test,0.629836,0.584887,0.592093,0.580897,0.588933,0.675385
10,4,ood,0.438819,0.619845,0.510867,0.506907,0.797533,0.761211
10,5,test,0.653116,0.656525,0.586307,0.551817,0.810277,0.695789
10,5,ood,0.807607,0.778971,0.748300,0.694359,0.887067,0.585196
10,6,test,0.624662,0.617569,0.584378,0.560386,0.687747,0.691372
10,6,ood,0.746328,0.730998,0.689733,0.645189,0.843133,0.638530
10,7,test,0.682462,0.581498,0.633558,0.656716,0.521739,0.649162
10,7,ood,0.483658,0.624190,0.484100,0.490891,0.856867,0.870229
10,8,test,0.642017,0.647865,0.578592,0.546939,0.794466,0.685459
10,8,ood,0.591066,0.628255,0.528367,0.518451,0.797067,0.746399
10,9,test,0.619842,0.557576,0.577628,0.570248,0.545455,0.694612
10,9,ood,0.895982,0.731688,0.770933,0.882963,0.624667,0.567941
11,1,test,0.612851,0.558363,0.566194,0.533333,0.585859,0.665286
11,1,ood,0.833102,0.761150,0.759000,0.754420,0.768000,0.586768
11,10,test,0.616577,0.571767,0.573286,0.539150,0.608586,0.704506
11,10,ood,0.837747,0.649091,0.505733,0.503155,0.914267,0.622196
11,11,test,0.615993,0.598670,0.572104,0.533597,0.681818,0.675833
11,11,ood,0.420033,0.553374,0.415500,0.447756,0.724200,0.737131
11,12,test,0.636235,0.605023,0.591017,0.552083,0.669192,0.675349
11,12,ood,0.805047,0.666667,0.500000,0.500000,1.000000,0.799171
11,13,test,0.628928,0.496513,0.573286,0.554517,0.449495,0.661965
11,13,ood,0.741548,0.614364,0.670667,0.741055,0.524667,0.654949
11,14,test,0.648648,0.517808,0.583924,0.565868,0.477273,0.648819
11,14,ood,0.613891,0.559582,0.530867,0.527306,0.596067,0.679219
11,15,test,0.576661,0.412698,0.562648,0.555556,0.328283,0.679070
11,15,ood,0.420442,0.454461,0.512233,0.515521,0.406333,0.717519
11,16,test,0.633412,0.532110,0.578014,0.553134,0.512626,0.656324
11,16,ood,0.423392,0.422702,0.457167,0.451359,0.397467,0.722627
11,17,test,0.629893,0.621868,0.607565,0.566390,0.689394,0.695672
11,17,ood,0.692142,0.666430,0.499733,0.499867,0.999467,1.020700
11,18,test,0.636914,0.562500,0.586288,0.556931,0.568182,0.693649
11,18,ood,0.801149,0.666667,0.500000,0.500000,1.000000,1.205219
11,19,test,0.620140,0.600000,0.579196,0.540486,0.674242,0.667462
11,19,ood,0.829827,0.821919,0.800467,0.742130,0.920933,0.615788
11,2,test,0.608474,0.621339,0.572104,0.530357,0.750000,0.686338
11,2,ood,0.759765,0.631100,0.483467,0.490817,0.883667,0.652560
11,20,test,0.637301,0.514604,0.587470,0.572755,0.467172,0.667986
11,20,ood,0.425595,0.515870,0.406133,0.435413,0.632800,0.728955
11,3,test,0.610152,0.540541,0.578014,0.551181,0.530303,0.680767
11,3,ood,0.606457,0.659469,0.492200,0.496065,0.983400,0.799264
11,4,test,0.631785,0.535859,0.594563,0.577259,0.500000,0.665019
11,4,ood,0.780891,0.682586,0.536533,0.519025,0.996667,0.660298
11,5,test,0.626998,0.581315,0.570922,0.535032,0.636364,0.659866
11,5,ood,0.498290,0.583165,0.490933,0.493715,0.712200,0.719114
11,6,test,0.625219,0.582734,0.588652,0.554795,0.613636,0.662113
11,6,ood,0.523049,0.574857,0.520567,0.516383,0.648267,0.699906
11,7,test,0.570853,0.644040,0.491726,0.479064,0.982323,0.696472
11,7,ood,0.269673,0.666667,0.500000,0.500000,1.000000,0.698561
11,8,test,0.598967,0.621901,0.567376,0.526224,0.760101,0.671502
11,8,ood,0.648977,0.593439,0.447633,0.469506,0.806267,0.688442
11,9,test,0.650471,0.654020,0.547281,0.509142,0.914141,0.683675
11,9,ood,0.670253,0.663289,0.497067,0.498524,0.990733,0.706740
12,1,test,0.627037,0.617524,0.592593,0.579634,0.660714,0.668440
12,1,ood,0.286141,0.670240,0.511967,0.506106,0.991933,0.781121
12,10,test,0.614509,0.420650,0.551111,0.588235,0.327381,0.671371
12,10,ood,0.898584,0.725379,0.759167,0.843753,0.636133,0.656212
12,11,test,0.590515,0.651605,0.565926,0.542574,0.815476,0.681880
12,11,ood,0.848872,0.703614,0.578767,0.542751,1.000000,0.640909
12,12,test,0.594035,0.661972,0.502222,0.500000,0.979167,0.691831
12,12,ood,0.871720,0.666667,0.500000,0.500000,1.000000,0.684500
12,13,test,0.618916,0.571006,0.570370,0.567647,0.574405,0.668788
12,13,ood,0.734201,0.670691,0.509067,0.504575,0.999867,0.790195
12,14,test,0.626747,0.626984,0.582222,0.564286,0.705357,0.672620
12,14,ood,0.866926,0.675270,0.519367,0.509880,0.999467,0.667202
12,15,test,0.632612,0.606557,0.573333,0.560606,0.660714,0.666324
12,15,ood,0.598978,0.643971,0.519967,0.511769,0.868267,0.714808
12,16,test,0.611673,0.610966,0.558519,0.544186,0.696429,0.679284
12,16,ood,0.749978,0.637252,0.492467,0.495811,0.891600,0.646108
12,17,test,0.619074,0.520593,0.568889,0.583026,0.470238,0.674435
12,17,ood,0.763497,0.663815,0.504867,0.502501,0.977667,0.702226
12,18,test,0.602902,0.617157,0.557037,0.541573,0.717262,0.676506
12,18,ood,0.851396,0.669718,0.506900,0.503474,0.999867,0.656546
12,19,test,0.612560,0.679287,0.573333,0.542705,0.907738,0.677870
12,19,ood,0.823173,0.670144,0.508867,0.504483,0.997800,0.681118
12,2,test,0.544068,0.670144,0.502222,0.504483,0.997800,0.692648
12,2,ood,0.737396,0.640275,0.500000,0.492619,0.914333,0.692717
12,20,test,0.630496,0.523333,0.576296,0.594697,0.467262,0.663972
12,20,ood,0.785128,0.673236,0.514767,0.507496,0.999733,0.681970
12,3,test,0.608846,0.652015,0.577778,0.552795,0.794643,0.675715
12,3,ood,0.813032,0.686016,0.554667,0.529764,0.973000,0.660968
12,4,test,0.508665,0.664688,0.497778,0.497778,1.000000,0.694962
12,4,ood,0.261445,0.666667,0.500000,0.500000,1.000000,0.695479
12,5,test,0.637862,0.643229,0.594074,0.571759,0.735119,0.680251
12,5,ood,0.825327,0.809322,0.791900,0.746801,0.883267,0.570388
12,6,test,0.563597,0.670144,0.502222,0.504483,0.997800,0.692179
12,6,ood,0.743770,0.640275,0.500000,0.492619,0.914333,0.691917
12,7,test,0.628810,0.580645,0.595556,0.600000,0.562500,0.685967
12,7,ood,0.766613,0.640275,0.486300,0.492619,0.914333,0.632228
12,8,test,0.640548,0.587183,0.589630,0.588060,0.586310,0.666332
12,8,ood,0.547443,0.669565,0.508567,0.504339,0.995800,0.870142
12,9,test,0.675674,0.637483,0.607407,0.589873,0.693452,0.638443
12,9,ood,0.492106,0.663176,0.498300,0.499141,0.987800,0.823305
