k,seed,split,auroc,f1,accuracy,precision,recall,loss
7,16,ood,0.494637499679643,0.5691498747220948,0.4957459111184537,0.49682705933091,0.6661159755493143,2.3451529947580716
7,16,test,0.9931147832267235,0.960960960960961,0.956953642384106,0.9696969696969697,0.9523809523809523,0.16113540931546594
7,17,ood,0.4822863305955169,0.6282906708722552,0.4938047249297869,0.4964056359628103,0.855608789030233,2.135497370314055
7,17,test,0.9978233830845772,0.9705882352941176,0.9668874172185431,0.9593023255813954,0.9821428571428571,0.09463087334297597
7,18,ood,0.4832295654042684,0.5672678784476104,0.4906657855608789,0.4931063933626159,0.6676854452337684,2.299578839831812
7,18,test,0.9922263681592041,0.9820359281437125,0.9801324503311258,0.9879518072289156,0.9761904761904762,0.10764807952218688
7,19,ood,0.523298625099959,0.025894652191395254,0.49971088716339007,0.48936170212765956,0.013299190484057493,3.6417883051227693
7,19,test,0.9964463397299218,0.973293768545994,0.9701986754966887,0.9704142011834319,0.9761904761904762,0.09128847186220809
7,20,ood,0.47615501434558094,0.5869768061850174,0.4881050718651908,0.4919562060105016,0.7274905005782256,2.274707474670763
7,20,test,0.9899609097370292,0.9705882352941176,0.9668874172185431,0.9593023255813954,0.9821428571428571,0.1341160946758464
8,1,ood,0.5047760251977622,0.6336188821661775,0.49479596894102096,0.49703947368421053,0.8736989922352553,1.7953679986012658
8,1,test,0.9957818930041153,0.9615384615384616,0.9595959595959596,1.0,0.9259259259259259,0.15694171283394098
8,2,ood,0.4921527505165356,0.5836367383389435,0.49933917065917727,0.4995296331138288,0.7018007599537419,2.0237603550543084
8,2,test,0.9740740740740741,0.958139534883721,0.9545454545454546,0.9626168224299065,0.9537037037037037,0.15989811904728413
8,3,ood,0.4826907685509101,0.6201047642803692,0.49677845696348916,0.4980466793549033,0.8214108706426565,2.5238055761514757
8,3,test,0.9737654320987654,0.9230769230769231,0.9141414141414141,0.9026548672566371,0.9444444444444444,0.23349008868847573
8,4,ood,0.5119001036578454,0.6523383084577115,0.49491987444242524,0.49733408470241447,0.9477118784074013,2.885204428850576
8,4,test,0.9646090534979425,0.9090909090909091,0.898989898989899,0.8928571428571429,0.9259259259259259,0.2559426299163273
8,5,ood,0.5130671892200426,0.043928261041321005,0.5002065091690071,0.5045372050816697,0.022963819593589955,1.8450791037997016
8,5,test,0.9742798353909464,0.92018779342723,0.9141414141414141,0.9333333333333333,0.9074074074074074,0.2485736384987831
8,6,ood,0.48554501662431226,0.6015848272278513,0.49330910292416985,0.4956652038959649,0.7650751693375186,1.9012806979518586
8,6,test,0.9977366255144033,0.986046511627907,0.9848484848484849,0.9906542056074766,0.9814814814814815,0.062389021539794545
8,7,ood,0.48963109035558444,0.6026500793727929,0.4934330084255741,0.4957624860082085,0.7682967123740294,2.195817143118681
8,7,test,0.9816872427983538,0.958139534883721,0.9545454545454546,0.9626168224299065,0.9537037037037037,0.17803660886628286
8,8,ood,0.4942037792494838,0.6401455142873907,0.49339170659177267,0.4963603275705187,0.9012060135470015,1.986518774649111
8,8,test,0.9941358024691358,0.9724770642201835,0.9696969696969697,0.9636363636363636,0.9814814814814815,0.07590037318212646
8,9,ood,0.5062408756245325,0.4813775840490268,0.5036758632083265,0.5040216900135562,0.4606806542210474,2.022143693549787
8,9,test,0.9907407407407407,0.9716981132075472,0.9696969696969697,0.9903846153846154,0.9537037037037037,0.12253710055457694
8,10,ood,0.4956032106556739,0.6253892654332295,0.493226499256567,0.4960286710577296,0.8460267635883033,2.2432487473885874
8,10,test,0.9912551440329218,0.9724770642201835,0.9696969696969697,0.9636363636363636,0.9814814814814815,0.11441408229126994
8,11,ood,0.5213540886386345,0.14883323847467272,0.5058648603998017,0.5364102564102564,0.08640343631257227,2.3398130033755753
8,11,test,0.9783950617283951,0.9295774647887324,0.9242424242424242,0.9428571428571428,0.9166666666666666,0.21675965881773404
8,12,ood,0.49690132872495935,0.6571074426728266,0.49727407896910625,0.4985892612859097,0.9634065752519412,2.6375718635037577
8,12,test,0.992283950617284,0.9767441860465116,0.9747474747474747,0.9813084112149533,0.9722222222222222,0.08731400341327701
8,13,ood,0.4802648879771174,0.6333939918260195,0.49244176441434,0.4957272939528368,0.876920535271766,3.1013704707041443
8,13,test,0.9917695473251029,0.9541284403669725,0.9494949494949495,0.9454545454545454,0.9629629629629629,0.178498600576339
8,14,ood,0.47209284968842735,0.6468222043443282,0.4923178589129357,0.49590272270684643,0.9297868825375847,3.1176798755996287
8,14,test,0.9870370370370369,0.9719626168224299,0.9696969696969697,0.9811320754716981,0.9629629629629629,0.31253124374364105
8,15,ood,0.49276072947676874,0.5974265918838667,0.4960350239550636,0.497363216875412,0.7478936064761276,2.1917795594806244
8,15,test,0.9993827160493827,0.9861751152073732,0.9848484848484849,0.981651376146789,0.9907407407407407,0.032409011386334896
8,16,ood,0.5118763754029232,0.11825344230910831,0.5054105402279861,0.5444067796610169,0.06633074508508177,2.07534345945336
8,16,test,0.9760288065843621,0.927536231884058,0.9242424242424242,0.9696969696969697,0.8888888888888888,0.32724508589931894
8,17,ood,0.4955207878072674,0.6420020488804332,0.4948372707748224,0.497166689333152,0.9059144226003635,1.5866804695153016
8,17,test,0.9825102880658436,0.9464285714285714,0.9393939393939394,0.9137931034482759,0.9814814814814815,0.1644608522100108
8,18,ood,0.515259987026325,0.026300927793465108,0.5015281678506526,0.5640138408304498,0.013464397819263176,2.302686022006497
8,18,test,0.9735596707818929,0.9528301886792453,0.9494949494949495,0.9711538461538461,0.9351851851851852,0.2272332145699433
8,19,ood,0.5013206112949796,0.659428827918981,0.4985957376507517,0.49927782497875955,0.9708409053361969,2.534467012686667
8,19,test,0.9925925925925925,0.9814814814814815,0.9797979797979798,0.9814814814814815,0.9814814814814815,0.0648370557963582
8,20,ood,0.4749262012037564,0.6417329693942738,0.4904179745580704,0.49480566003940535,0.9127705270113993,2.8963946362371744
8,20,test,0.9796296296296295,0.9577464788732394,0.9545454545454546,0.9714285714285714,0.9444444444444444,0.19483539580167936
9,1,ood,0.4987334127045451,0.5635072286116019,0.4999586981661986,0.4999680122832832,0.6455476623162069,2.0066474180476668
9,1,test,0.9720581553839165,0.9411764705882353,0.9398496240601504,0.9846153846153847,0.9014084507042254,0.19299654774367808
9,2,ood,0.5022923404797356,0.6559904425987029,0.500495622005617,0.5002603036876355,0.9525028911283661,2.7121536541149474
9,2,test,0.9722853248523398,0.9411764705882353,0.9398496240601504,0.9846153846153847,0.9014084507042254,0.17352863028645515
9,3,ood,0.48279079568334216,0.2761136938739481,0.4919461424087229,0.480049109883364,0.1937882041962663,1.0491413400266099
9,3,test,0.959563834620627,0.8759124087591241,0.8721804511278195,0.9090909090909091,0.8450704225352113,0.29211892783641813
9,4,ood,0.4902264222071193,0.49078941921596225,0.4919461424087229,0.4919093851132686,0.4896745415496448,1.2989350679371128
9,4,test,0.9772830531576556,0.9420289855072463,0.9398496240601504,0.9701492537313433,0.9154929577464789,0.16304332381114364
9,5,ood,0.4872363448004,0.6172916601617385,0.4937634230959855,0.4962100296169871,0.8165372542540889,1.8793945223329247
9,5,test,0.9809177646524307,0.9496402877697842,0.9473684210526315,0.9705882352941176,0.9295774647887324,0.1558061234652996
9,6,ood,0.48532934026321656,0.6399133590914413,0.4919048405749215,0.49555716746758544,0.9029406905666612,2.7256897708580703
9,6,test,0.960018173557474,0.9078014184397163,0.9022556390977443,0.9142857142857143,0.9014084507042254,0.22802068274468185
9,7,ood,0.5108134280511137,0.6619631558317935,0.5013216586816455,0.5006776215483653,0.976540558400793,2.798664534434952
9,7,test,0.9990913221263062,0.9929078014184397,0.9924812030075187,1.0,0.9859154929577465,0.036642900382867084
9,8,ood,0.5018918703116141,0.5944077070256117,0.5009499421774327,0.5006502685891999,0.7313728729555592,1.2786321350062066
9,8,test,0.961608359836438,0.8873239436619719,0.8796992481203008,0.8873239436619719,0.8873239436619719,0.27258927226066587
9,9,ood,0.5175913093954555,0.5825412969522674,0.5083842722616884,0.5061863838605474,0.6860234594415993,1.3590911492961244
9,9,test,0.9995456610631531,0.9635036496350365,0.9624060150375939,1.0,0.9295774647887324,0.10007480308413505
9,10,ood,0.4999295146302381,0.5885824768494963,0.49905005782256734,0.4993381294964029,0.7166694201222534,1.0987807033950145
9,10,test,0.9997728305315766,0.9929078014184397,0.9924812030075187,1.0,0.9859154929577465,0.023086702497676016
9,11,ood,0.4905392121234071,0.5227395986673898,0.49116140756649596,0.4921943390720747,0.5573269453163721,1.4722993756537393
9,11,test,0.9915947296683326,0.965034965034965,0.9624060150375939,0.9583333333333334,0.971830985915493,0.08912924798205495
9,12,ood,0.4878185621426723,0.4314866112650046,0.4914092185693045,0.48911450701276954,0.3860069387080786,1.0112305972503703
9,12,test,0.9661517492049068,0.9007633587786259,0.9022556390977443,0.9833333333333333,0.8309859154929577,0.24301519393920898
9,13,ood,0.484774006982596,0.6315916205152902,0.4944655542706096,0.4968273510749124,0.8666776804890137,1.7179640910564828
9,13,test,0.963652885052249,0.9242424242424242,0.924812030075188,1.0,0.8591549295774648,0.24054878056049347
9,14,ood,0.4878806274789118,0.5786267423851317,0.49434164876920533,0.49595846362617263,0.6943664298694862,1.5671757070871766
9,14,test,0.9666060881417537,0.8873239436619719,0.8796992481203008,0.8873239436619719,0.8873239436619719,0.32122220396995543
9,15,ood,0.4905434016700707,0.6040367680143987,0.49116140756649596,0.49437079124579125,0.7762266644639022,2.1898776218984053
9,15,test,0.9993184915947297,0.9859154929577465,0.9849624060150376,0.9859154929577465,0.9859154929577465,0.048223349079489705
9,16,ood,0.5090807263958825,0.2531458179126573,0.4999173963323972,0.4997564539698003,0.16950272592103088,1.1976897757072273
9,16,test,0.9645615629259428,0.9027777777777778,0.8947368421052632,0.8904109589041096,0.9154929577464789,0.2598960340023041
9,17,ood,0.513765912123399,0.33996343287716774,0.5079712539236743,0.5162375904425375,0.25342805220551795,1.4986211827401283
9,17,test,0.9884143571104044,0.9790209790209791,0.9774436090225563,0.9722222222222222,0.9859154929577465,0.1003751138690859
9,18,ood,0.5010730902852218,0.3505198613703013,0.49690236246489344,0.4943600541434802,0.27151825541054025,0.9018165047527776
